artists,valence,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,popularity
Skizzy Mars,0.471,0.14085,0.786,171274.0,0.655,0.0,0.16299999999999998,-6.076,0.04635,113.02199999999999,58.0
Aaron Espe,0.479,0.8959999999999999,0.7859999999999999,159600.0,0.355,0.0201,0.111,-11.429,0.0288,99.978,58.0
Jason Chen,0.545,0.74,0.637,233000.0,0.659,0.0,0.227,-6.964,0.0409,102.029,58.0
Leehom Wang,0.318,0.511,0.493,279000.0,0.288,0.0,0.112,-9.861,0.0253,86.98200000000001,58.0
G-DRAGON,0.7919999999999999,0.26745499999999994,0.714,212211.0,0.6945,0.0,0.0959,-4.426500000000001,0.0677,124.923,58.0
The Chain Gang Of 1974,0.326,0.00127,0.488,218693.0,0.83,0.000833,0.181,-5.331,0.0436,105.935,58.0
Lulu Santos,0.8335,0.313,0.6785,219666.5,0.771,4.5195000000000004e-05,0.09184999999999999,-8.517500000000002,0.0331,136.2935,58.0
Miguel,0.3332,0.2423432,0.5386666666666666,213067.6,0.5623333333333334,0.00015850533333333332,0.22996,-7.375333333333333,0.08717333333333332,110.4436,58.0
Dylan Wheeler,0.385,0.00829,0.526,242325.0,0.785,0.0,0.0756,-4.165,0.0361,111.073,58.0
Broadside,0.457,0.000298,0.287,174147.0,0.96,0.00364,0.375,-2.8560000000000003,0.144,173.998,58.0
Los Secretos,0.963,0.00115,0.461,160000.0,0.8009999999999999,3.63e-05,0.274,-11.133,0.0298,99.677,58.0
Alice Deejay,0.748,0.0044,0.6659999999999999,215246.0,0.8540000000000001,0.769,0.313,-8.442,0.0565,136.954,58.0
Double You,0.42650000000000005,0.04825,0.7125,218766.5,0.9025000000000001,0.00340835999999995,0.06535,-12.8995,0.04705,125.0005,58.0
Meredith Brooks,0.6315,0.01125,0.617,252813.5,0.887,7.945e-05,0.05355,-5.962999999999999,0.05675,96.3515,58.0
ATB,0.7436666666666666,0.10286666666666666,0.6803333333333333,225377.66666666666,0.9186666666666667,0.7600000000000001,0.1892666666666667,-6.191666666666666,0.0397,131.479,58.0
Young Nudy,0.341,0.0167,0.644,246857.0,0.597,5.41e-05,0.112,-8.305,0.206,139.969,58.0
SOJA,0.6136,0.11801999999999999,0.8028000000000001,294598.4,0.516,2.9159999999999997e-06,0.13539999999999996,-7.197400000000002,0.047799999999999995,127.4408,58.0
Luke Howard,0.0897,0.987,0.301,367667.0,0.0089,0.907,0.101,-30.804,0.0371,127.536,58.0
Sjowgren,0.333,0.306,0.612,225667.0,0.725,0.0784,0.0548,-5.602,0.0417,146.011,58.0
Swavay,0.184,0.434,0.7829999999999999,198577.0,0.341,9.85e-05,0.362,-12.353,0.0727,126.799,58.0
Daisy the Great,0.695,0.561,0.635,203352.0,0.674,0.0,0.471,-6.064,0.0543,139.86700000000002,58.0
The Charlatans,0.5329999999999999,0.0685,0.5429999999999999,238120.0,0.5720000000000001,0.00119,0.0823,-13.124,0.0317,113.312,58.0
Paul Cauthen,0.585,0.331,0.7759999999999999,256281.0,0.5820000000000001,0.4270000000000001,0.0926,-8.726,0.0684,92.032,58.0
With Confidence,0.747,0.000181,0.54,180554.0,0.949,2.39e-05,0.746,-4.23,0.0702,103.458,58.0
Sigimund,0.0761,0.986,0.331,130033.0,0.0542,0.94,0.113,-23.525,0.0503,71.943,58.0
The Veronicas,0.505,0.011893333333333334,0.5650000000000001,239564.33333333334,0.819,0.012955333333333333,0.1289,-3.608,0.17823333333333333,166.64999999999998,58.0
Alexandre Pires,0.4845,0.502,0.524,259206.5,0.6044999999999999,1.39e-06,0.1575,-8.5885,0.039900000000000005,134.5885,58.0
Black Pumas,0.56,0.0946,0.391,246587.0,0.6920000000000001,1.58e-05,0.191,-6.5429999999999975,0.0462,180.00799999999995,58.0
Breakbot,0.735,0.705,0.831,215787.0,0.794,3.4e-05,0.0978,-3.701,0.0752,118.075,58.0
Daron Malakian and Scars On Broadway,0.46,0.00162,0.469,167973.0,0.991,1.43e-06,0.0826,-1.275,0.0475,139.765,58.0
Makano,0.809,0.1689999999999999,0.7040000000000001,223960.0,0.843,1.18e-06,0.0972,-5.231,0.0323,91.987,58.0
Side A,0.181,0.6845000000000001,0.5269999999999999,258521.0,0.4485,5.05e-07,0.09405,-9.684000000000001,0.029949999999999997,111.50899999999999,58.0
Galt MacDermot,0.475,0.785,0.685,205720.0,0.472,0.284,0.224,-9.691,0.0298,80.487,58.0
Dash Berlin,0.451,0.00522,0.6629999999999999,230147.0,0.6679999999999999,0.0113,0.0689,-7.733,0.0479,131.965,58.0
VÉRITÉ,0.464,0.201,0.674,233077.0,0.593,0.000529,0.209,-6.47,0.0582,116.995,58.0
Mick Jenkins,0.47633333333333333,0.258,0.6190000000000001,247852.33333333334,0.693,4.267333333333334e-05,0.25766666666666665,-8.187666666666667,0.259,96.44033333333334,58.0
Kurt Cobain,0.435,0.983,0.616,124933.0,0.282,0.833,0.13,-15.317,0.0331,96.638,58.0
Porter,0.13,0.142,0.301,322013.0,0.6759999999999999,3.85e-06,0.123,-6.66,0.0344,134.97299999999998,58.0
O-Zone,0.706,0.161,0.812,213920.0,0.968,0.0,0.0661,-3.758,0.0421,130.093,58.0
Groove Armada,0.48719999999999997,0.09982799999999999,0.6792,341520.2,0.6144000000000001,0.390996,0.15882000000000002,-8.7994,0.0668,106.50619999999999,58.0
Madison Avenue,0.961,0.0585,0.8079999999999999,228140.0,0.982,0.00689,0.35,-6.587999999999999,0.0311,124.999,58.0
Rosario,0.6766666666666667,0.29033333333333333,0.7783333333333333,253649.0,0.5696666666666667,0.005168333333333333,0.08023333333333334,-10.402666666666667,0.047966666666666664,121.91133333333335,58.0
HYUKOH,0.293,0.262,0.7,194867.0,0.6970000000000001,0.0,0.107,-5.356,0.0525,124.825,58.0
King Gizzard & The Lizard Wizard,0.5915,0.329,0.53,243773.0,0.5445,0.2095,0.1615,-7.6935,0.25,157.9995,58.0
Zezé Di Camargo & Luciano,0.711,0.181,0.48,202707.0,0.569,0.0,0.56,-9.953,0.0306,146.148,58.0
fripSide,0.341,0.221,0.57,254080.0,0.998,0.264,0.317,-1.337,0.159,142.989,58.0
Cueshé,0.161,0.0211,0.306,235707.0,0.494,0.0,0.0972,-7.747999999999997,0.0287,157.224,58.0
MOB CHOIR,0.445,0.00439,0.516,237387.0,0.922,0.0,0.308,-3.551,0.163,94.964,58.0
Soulja Boy,0.5542,0.1464338,0.796,217879.8,0.6782,0.0,0.27684000000000003,-4.6692,0.16768,125.1926,58.0
Hot Flash Heat Wave,0.284,0.182,0.519,224714.0,0.809,0.51,0.0951,-6.074,0.0646,111.986,58.0
Killumantii,0.201,0.0103,0.868,151632.0,0.55,0.000297,0.108,-8.926,0.363,151.917,58.0
Trevor Morris,0.0554,0.33,0.418,172107.0,0.53,0.892,0.148,-12.674,0.0523,128.047,58.0
Proleter,0.902,0.28,0.8009999999999999,275751.0,0.546,0.929,0.141,-7.256,0.132,94.0,58.0
Hockey Dad,0.354,0.602,0.602,175627.0,0.8540000000000001,5.15e-05,0.106,-8.502,0.0416,111.188,58.0
Cochren & Co.,0.461,0.192,0.574,176703.0,0.688,0.0,0.185,-6.027,0.0396,90.071,58.0
MDK,0.4320000000000001,0.0167,0.721,209771.0,0.962,0.0145,0.899,-3.256,0.134,122.971,58.0
Moloko,0.6405000000000001,0.393,0.6910000000000001,270253.5,0.736,0.0011094999999999998,0.18685000000000002,-10.400500000000001,0.1264,127.975,58.0
Hillary Scott & The Scott Family,0.123,0.718,0.373,236200.0,0.506,1.03e-06,0.118,-5.404,0.0273,157.74200000000005,58.0
Trick James,0.584,0.623,0.7090000000000001,177607.0,0.604,0.0,0.547,-9.048,0.405,82.999,58.0
MC Breed,0.402,0.184,0.855,264760.0,0.52,0.0,0.114,-12.07,0.268,92.451,58.0
Blue Stahli,0.34,0.000184,0.439,265435.0,0.915,0.000899,0.326,-7.077999999999999,0.0745,91.993,58.0
Hermitude,0.311,0.0453,0.603,268307.0,0.8270000000000001,0.619,0.0833,-7.372000000000001,0.0714,144.99200000000005,58.0
Palisades,0.366,0.0027172499999999497,0.521,207624.5,0.8385,0.0,0.275,-6.087,0.06965,142.98,58.0
Kid Bloom,0.74,0.715,0.6579999999999999,225532.0,0.393,0.209,0.173,-9.96,0.0363,141.037,58.0
Static-P,0.8370000000000001,0.64,0.679,280357.0,0.48,0.0,0.0315,-8.548,0.0775,155.014,58.0
Khalil Fong,0.385,0.374,0.631,209440.0,0.514,6.14e-06,0.09,-9.457,0.0307,131.499,58.0
Wilderado,0.3015,0.18831,0.6165,222126.0,0.571,3.4150000000000003e-06,0.188,-6.746500000000001,0.03505,130.486,58.0
Cosmo Pyke,0.3575,0.0677,0.421,280118.0,0.6955,0.0,0.3135,-4.9830000000000005,0.05525,116.06049999999999,58.0
Cosmo Sheldrake,0.48650000000000004,0.7575000000000001,0.679,161487.0,0.5425,3.675e-05,0.12899999999999995,-6.829000000000001,0.12525,95.22,58.0
The Palms,0.193,0.6609999999999999,0.61,230950.0,0.519,3.87e-06,0.109,-6.819,0.0387,78.006,58.0
Alain Souchon,0.957,0.0447,0.7090000000000001,324907.0,0.7979999999999999,0.00169,0.225,-8.29,0.0258,110.045,58.0
HOMESHAKE,0.19559999999999994,0.477,0.6725,172249.5,0.4495,0.09742,0.3035,-8.6995,0.0553,73.51450000000003,58.0
Lori McKenna,0.261,0.7959999999999999,0.473,213249.0,0.25,8.83e-05,0.101,-11.263,0.0304,145.02700000000004,58.0
The Cardigans,0.6335,0.0205776,0.63475,217058.25,0.663125,0.002851725,0.2284875,-6.90775,0.029875,120.744125,58.0
Snail Mail,0.294,0.00461,0.483,295333.0,0.695,0.000661,0.102,-5.492999999999999,0.0313,126.212,58.0
Boyce Avenue,0.263,0.614,0.439,276147.0,0.207,0.0,0.187,-9.573,0.0296,136.513,58.0
Emma Stone,0.313,0.7559999999999999,0.344,228267.0,0.157,0.0,0.351,-11.773,0.0457,57.86,58.0
Baauer,0.282,0.0111,0.452,196664.0,0.794,0.00182,0.416,-5.151,0.0483,137.825,58.0
Kaoma,0.9673333333333334,0.14948333333333333,0.7506666666666666,234111.33333333334,0.6623333333333333,0.0016810000000000002,0.058633333333333336,-10.360666666666667,0.03473333333333333,118.99866666666667,58.0
Leandro & Leonardo,0.7140000000000001,0.308,0.639,187200.0,0.4,0.0,0.127,-11.686,0.0292,107.035,58.0
Radical Face,0.366,0.5395,0.5265,287119.25,0.41750000000000004,0.47950000000000004,0.114875,-11.39,0.0378,148.44575,58.0
one sonic society,0.358,0.0832,0.4920000000000001,232379.0,0.6559999999999999,0.0,0.202,-7.3610000000000015,0.0365,147.94799999999995,58.0
Party Favor,0.254,0.0193,0.6679999999999999,168207.0,0.953,0.000118,0.0834,-1.784,0.0386,100.001,58.0
Aflacko,0.563,0.682,0.7759999999999999,159243.0,0.467,0.0,0.205,-10.094,0.272,97.486,58.0
Ciaran Lavery,0.31,0.846,0.619,251960.0,0.299,4.99e-05,0.243,-7.744,0.0279,115.405,58.0
Icona Pop,0.636,0.00274,0.6,187027.0,0.905,0.0,0.831,-3.41,0.0357,124.032,58.0
Ice Mc,0.5685,0.06654,0.6925,258186.5,0.7210000000000001,0.000707,0.24,-10.305,0.03085,133.9795,58.0
Rick Price,0.188,0.7170000000000001,0.461,265867.0,0.301,0.0,0.11,-9.882,0.0253,77.92399999999998,58.0
Baio,0.949,0.0705,0.731,253440.0,0.6459999999999999,0.252,0.194,-7.955,0.0443,125.061,58.0
ヒソカ(CV:浪川大輔),0.7120000000000001,0.0752,0.518,252920.0,0.7140000000000001,8.14e-06,0.0572,-6.482,0.0274,175.042,58.0
Kitchie Nadal,0.456,0.308,0.616,267680.0,0.525,3.58e-06,0.161,-10.636,0.0269,155.889,58.0
Nicolas Jaar,0.28049999999999997,0.13,0.8375,404184.0,0.517,0.617,0.10245,-9.721499999999999,0.0484,124.007,58.0
Still Corners,0.42,0.1669999999999999,0.6970000000000001,374240.0,0.736,0.00878,0.124,-6.593999999999999,0.0384,120.0,58.0
Moses Gunn Collective,0.46,0.0192,0.452,228015.0,0.7290000000000001,0.0583,0.115,-5.6,0.0304,84.005,58.0
Gummy Bear,0.988,0.0514,0.928,190200.0,0.902,1.16e-05,0.104,-7.374,0.0459,128.08,58.0
Antonio Rios,0.8690000000000001,0.157,0.767,250760.0,0.7020000000000001,9.07e-05,0.0633,-5.952000000000001,0.0316,104.619,58.0
The Saturdays,0.596,0.049,0.639,207613.0,0.862,6.81e-06,0.264,-3.292,0.0341,117.011,58.0
Mosaic MSC,0.136,0.326,0.469,183280.0,0.552,2.55e-06,0.131,-7.3279999999999985,0.0443,149.935,58.0
Travis Atreo,0.34850000000000003,0.8375,0.5475,234275.0,0.3045,0.0,0.10999999999999999,-8.3935,0.04475,146.72899999999998,58.0
Kayto,0.56,0.457,0.6409999999999999,124540.0,0.649,0.0,0.186,-7.112,0.399,139.513,58.0
Viti Ruiz,0.843,0.779,0.556,321707.0,0.7040000000000001,1.12e-05,0.109,-5.0360000000000005,0.0337,91.465,58.0
Human Tetris,0.6890000000000001,0.454,0.517,244052.0,0.634,0.584,0.149,-9.024,0.031,163.96599999999995,58.0
Isbells,0.426,0.748,0.632,263425.0,0.371,0.03,0.122,-13.115,0.0403,153.998,58.0
Wet,0.155,0.638,0.62,174093.0,0.193,0.0136,0.107,-13.404000000000002,0.0439,129.97899999999998,58.0
Wiley from Atlanta,0.435,0.485,0.565,223101.0,0.5660000000000001,6.55e-06,0.104,-8.737,0.141,138.836,58.0
Children's Music,0.7390000000000001,0.573,0.818,52250.0,0.502,0.000667,0.104,-5.188,0.0297,102.248,58.0
Rejjie Snow,0.393,0.0359,0.72,188293.0,0.562,0.0,0.126,-7.642,0.0367,98.943,58.0
Vinny West,0.525,0.728,0.953,191687.0,0.374,0.0,0.27,-11.925999999999998,0.39,102.998,58.0
A Great Big World,0.3305,0.4451,0.5780000000000001,231293.5,0.5355,7.9e-07,0.12429999999999995,-6.359500000000001,0.055400000000000005,124.483,58.0
The Flys,0.521,0.000405,0.47,242453.0,0.644,0.293,0.134,-6.721,0.0269,75.597,58.0
The Itchyworms,0.472,0.517,0.539,364107.0,0.693,4.59e-06,0.112,-3.967,0.0265,84.954,58.0
B.E.R.,0.346,0.00416,0.618,210510.0,0.648,0.0668,0.171,-7.098,0.0287,129.917,58.0
Ravyn Lenae,0.573,0.0339,0.7120000000000001,196755.0,0.846,0.000384,0.106,-6.714,0.0538,120.016,58.0
Deva Premal,0.2055,0.8105,0.357,510633.5,0.35450000000000004,4.1599999999999995e-05,0.1285,-12.992,0.05315,103.852,58.0
Ben Lee,0.917,0.0224,0.7559999999999999,254107.0,0.73,1.24e-05,0.139,-5.292000000000002,0.032,115.977,58.0
LUCKI,0.305,0.233,0.78,132115.0,0.453,1.98e-06,0.114,-9.926,0.337,155.984,58.0
Jorge Santacruz Y Su Grupo Quinto Elemento,0.899,0.622,0.7609999999999999,234147.0,0.706,0.0,0.0965,-5.15,0.0472,104.51,58.0
Teriyaki Boyz,0.937,0.1775,0.7615,255173.0,0.8939999999999999,5.355e-05,0.06925,-5.3605,0.1335,127.03450000000001,58.0
Large Professor,0.391,0.184,0.754,208867.0,0.8009999999999999,0.0,0.132,-5.992000000000001,0.35,90.843,58.0
Joanna Wang,0.61,0.8,0.67,225053.0,0.306,1.18e-06,0.0829,-11.032,0.0366,139.94899999999998,58.0
The Dip,0.715,0.355,0.556,208646.5,0.5965,0.01115148,0.409,-7.275,0.04355,137.02849999999998,58.0
Amii Stewart,0.914,0.0019,0.6890000000000001,250520.0,0.805,8.23e-05,0.0683,-11.199000000000002,0.0429,140.791,58.0
Sara Ramirez,0.134,0.0438,0.504,225347.0,0.41,0.00123,0.108,-5.86,0.0288,98.022,58.0
Mark Biem,0.000562,0.94,0.153,198611.0,0.0443,0.948,0.133,-54.837,0.0771,139.44899999999998,58.0
Basil Valdez,0.339,0.7859999999999999,0.346,246840.0,0.242,0.0,0.294,-15.311,0.0311,140.82299999999995,58.0
Jibbs,0.778,0.0259,0.792,207587.0,0.589,0.000128,0.114,-6.869,0.262,157.14700000000005,58.0
MandoPony,0.5329999999999999,0.033100000000000004,0.7150000000000001,277248.0,0.5935,0.0,0.14545,-10.164,0.02785,106.001,58.0
Taio Cruz,0.7479999999999999,0.014280000000000001,0.6789999999999999,198209.0,0.832,0.0,0.0692,-3.725,0.08096666666666667,122.64533333333334,58.0
El Cartel De Nuevo Leon,0.7555000000000001,0.21539999999999998,0.828,246583.0,0.7435,0.0001105,0.177,-6.4879999999999995,0.038849999999999996,103.7945,58.0
Amelia van Hootens,0.354,0.994,0.578,138154.0,0.0616,0.96,0.0866,-23.99,0.052,77.71600000000002,58.0
Salon Victoria,0.779,0.00869,0.535,250067.0,0.8390000000000001,0.00183,0.0702,-8.029,0.0434,116.34,58.0
Donald Shoenberg,0.36,0.993,0.631,128324.0,0.0346,0.959,0.0864,-21.231,0.0502,84.395,58.0
Donato Y Estefano,0.8909999999999999,0.016,0.652,247627.0,0.932,8.32e-06,0.235,-4.885,0.0543,178.05700000000004,58.0
Jon Cozart,0.736,0.914,0.655,104025.0,0.441,0.0,0.178,-9.139,0.248,103.991,58.0
OmenXIII,0.38,0.396,0.875,172173.0,0.332,1.3e-06,0.0884,-10.797,0.459,123.964,58.0
Yaima,0.184,0.742,0.607,345575.0,0.247,0.139,0.109,-17.997,0.0826,170.024,58.0
The Heavy,0.4463333333333333,0.09707733333333333,0.5943333333333334,255380.0,0.7176666666666667,0.23643266666666665,0.16423333333333331,-5.216,0.047066666666666666,134.06333333333333,58.0
Omar Geles,0.7609999999999999,0.273,0.601,285640.0,0.597,0.0,0.299,-10.63,0.1639999999999999,143.518,58.0
Read Southall Band,0.2145,0.28285000000000005,0.643,231614.0,0.5315000000000001,2.855e-06,0.0844,-7.1645,0.033100000000000004,126.4675,58.0
Matthew Mole,0.398,0.5489999999999999,0.68,223680.0,0.609,0.0,0.337,-8.948,0.0437,138.096,58.0
Jordan Feliz,0.823,0.102,0.65,195507.0,0.909,0.0,0.344,-5.015,0.0352,124.007,58.0
Tatiana Manaois,0.418,0.925,0.51,185480.0,0.185,0.0,0.122,-13.651,0.0644,79.092,58.0
Amanda Seyfried,0.4755,0.8680000000000001,0.40800000000000003,243240.0,0.27849999999999997,0.0,0.177,-9.2665,0.0319,151.9915,58.0
The Contours,0.7929999999999999,0.4320000000000001,0.62,172400.0,0.81,0.0,0.0843,-6.593999999999999,0.039,150.737,58.0
9lokknine,0.173,0.0218,0.7290000000000001,190380.0,0.5379999999999999,0.0,0.339,-9.63,0.152,80.47399999999998,58.0
La Ley,0.6646,0.07428,0.6322,261317.4,0.7226,0.006732160000000001,0.28784,-8.314600000000002,0.0381,114.64699999999998,58.0
Matecana Orquesta,0.7809999999999999,0.7340000000000001,0.7340000000000001,289097.0,0.521,5.81e-05,0.396,-11.712,0.0405,90.788,58.0
La Gusana Ciega,0.56,0.00257,0.469,224320.0,0.926,0.00402,0.33,-4.492,0.0461,154.349,58.0
Delta Rae,0.716,0.573,0.6679999999999999,202520.0,0.63,0.0,0.0869,-5.746,0.0828,74.672,58.0
Tash Sultana,0.28290000000000004,0.33,0.471,328299.5,0.5555,0.0042043,0.13655,-6.2385,0.02725,103.0505,58.0
Devour,0.77,0.0567,0.942,200373.0,0.519,0.0,0.108,-8.503,0.302,97.012,58.0
Sandy Lam,0.347,0.531,0.479,274800.0,0.542,5.19e-06,0.1369999999999999,-5.587999999999999,0.0322,124.692,58.0
Tercer Cielo,0.32557142857142857,0.5502857142857143,0.5598571428571428,255297.42857142858,0.5804285714285714,1.442857142857143e-07,0.12345714285714286,-4.728571428571429,0.030357142857142857,120.98285714285714,58.0
Luis Coronel,0.596,0.274,0.483,186480.0,0.695,0.0,0.366,-2.568,0.0285,138.571,58.0
Jessie Mueller,0.132,0.5489999999999999,0.606,260573.0,0.223,0.0,0.115,-8.567,0.0356,125.097,58.0
Sacred Earth,0.03315,0.8494999999999999,0.07325,529107.0,0.0424,0.843,0.1109,-23.696,0.04455,65.6045,58.0
Arthur Mass,0.526,0.995,0.56,116864.0,0.0308,0.969,0.105,-21.66,0.0632,94.437,58.0
Tok Tok Tok,0.428,0.24,0.731,278507.0,0.174,0.0843,0.0982,-20.113,0.0695,94.633,58.0
TheDooo,0.104,0.3229999999999999,0.21,180036.0,0.6729999999999999,0.878,0.154,-7.982,0.043,75.831,58.0
Day Wave,0.3670000000000001,0.227,0.537,189651.0,0.713,0.65,0.1,-6.25,0.0272,93.198,58.0
Meg & Dia,0.424,0.00164,0.35,161333.0,0.8340000000000001,1.19e-05,0.149,-3.856,0.0596,192.005,58.0
Luis Miguel Del Amargue,0.973,0.573,0.919,233320.0,0.677,3.35e-06,0.212,-5.158,0.0374,129.99200000000002,58.0
Rivermaya,0.46625,0.1792,0.52875,317870.0,0.67425,0.00018966000000000002,0.219,-7.3985,0.0305,124.7235,58.0
New Medicine,0.7075,0.0392,0.609,180573.5,0.9405,0.0,0.33499999999999996,-3.4045,0.0717,96.5035,58.0
TOPS,0.603,0.605,0.583,263397.0,0.515,0.000691,0.0931,-9.283,0.0571,115.732,58.0
AILEE,0.226,0.262,0.606,232333.0,0.872,0.0,0.125,-2.114,0.0519,129.965,58.0
RHODES,0.1639999999999999,0.342,0.433,231909.0,0.477,1.82e-06,0.101,-8.756,0.0342,106.576,58.0
Biskwiq,0.383,0.259,0.525,252265.0,0.5579999999999999,9.19e-06,0.877,-9.132,0.379,144.744,58.0
Piano Fantasia,0.945,0.00567,0.789,422272.0,0.6609999999999999,0.855,0.208,-7.026,0.0326,100.114,58.0
Amy Soonyoung,0.109,0.994,0.552,171761.0,0.0226,0.935,0.11,-26.358,0.0467,71.72,58.0
Mario,0.6077,0.16751100000000002,0.6465,244190.6,0.5721,1.08e-07,0.16660999999999998,-7.0887,0.13051,108.2565,58.0
Meg Myers,0.173,0.00468,0.617,284333.0,0.609,0.0906,0.109,-5.345,0.0274,131.91,58.0
Noiseworks,0.364,0.00921,0.439,207133.0,0.677,0.0,0.132,-11.550999999999998,0.0384,111.955,58.0
Ekoh,0.765,0.144,0.725,211429.0,0.727,0.0,0.465,-7.055,0.219,168.10299999999995,58.0
Fei Yu-ching,0.247,0.145,0.29,234867.0,0.482,0.000171,0.12,-8.207,0.035,141.459,58.0
Toddler Tunes,0.7494999999999999,0.27549999999999997,0.884,110372.5,0.6275000000000001,0.0,0.06709999999999999,-6.956,0.036750000000000005,115.0375,58.0
Ro James,0.306,0.195,0.6629999999999999,281512.0,0.481,6.7e-05,0.0836,-4.121,0.0545,75.523,58.0
Alejandro Sanz,0.4086111111111111,0.41027777777777774,0.5338333333333334,285629.55555555556,0.6433888888888889,9.871666666666666e-06,0.15933333333333333,-6.2187777777777775,0.04478888888888889,122.85449999999999,58.05555555555556
Young the Giant,0.42,0.10462673333333333,0.5271333333333333,243500.53333333333,0.7137999999999999,0.0023762373333333334,0.22696666666666668,-6.4732,0.04412666666666667,127.72593333333334,58.06666666666667
Glass Animals,0.3761892857142857,0.2987520357142857,0.6400357142857143,253264.89285714287,0.5031785714285715,0.02736545107142857,0.15173571428571428,-9.425714285714287,0.05293214285714286,120.213,58.07142857142857
Brothers Osborne,0.5862222222222222,0.18351777777777778,0.6191111111111112,252263.77777777778,0.7217777777777777,0.050769544444444446,0.17166666666666666,-6.777,0.03822222222222222,120.02344444444445,58.111111111111114
Don Omar,0.657,0.14150212,0.70816,234732.24,0.77892,0.0038813959999999996,0.242432,-5.718680000000001,0.09916799999999998,116.01672,58.12
for KING & COUNTRY,0.36183750000000003,0.11360250000000001,0.5473750000000001,235496.75,0.62775,0.0001352575,0.10373750000000001,-6.929,0.0423375,107.54825,58.125
Michael Learns To Rock,0.4232857142857143,0.16664285714285715,0.626,245628.57142857142,0.5602857142857143,3.6857142857142853e-06,0.09375714285714286,-6.745714285714286,0.02564285714285714,115.32685714285715,58.142857142857146
Paolo Nutini,0.6698000000000001,0.282324,0.6928,215325.0,0.7246,2.1800000000000003e-06,0.13201999999999997,-7.0304,0.06595999999999999,116.54339999999999,58.2
Sixpence None The Richer,0.433,0.1966892,0.5231999999999999,199429.2,0.656,0.00023171799999999998,0.08713999999999997,-7.421600000000001,0.03184,100.1232,58.2
Sharon Van Etten,0.3515,0.151225,0.59375,261193.25,0.5825,0.22550135249999997,0.1799,-8.24475,0.036125000000000004,127.23674999999999,58.25
High School Musical Cast,0.713,0.14468375,0.68225,241213.375,0.879625,6.265e-06,0.36148749999999996,-4.6754999999999995,0.1031125,131.88875,58.25
OneRepublic,0.43358064516129036,0.17697216129032256,0.5499677419354838,221340.67741935485,0.7162580645161291,0.0004351487096774193,0.19384193548387096,-6.4158064516129025,0.04708709677419355,122.96354838709676,58.25806451612903
Ludovico Einaudi,0.07766428571428571,0.9728571428571428,0.25164285714285717,367306.85714285716,0.11492857142857142,0.8966428571428572,0.09738571428571428,-23.983571428571427,0.05013571428571428,132.029,58.285714285714285
Khruangbin,0.7448571428571429,0.25884285714285715,0.5742857142857144,217499.7142857143,0.5411428571428571,0.8481428571428572,0.43714285714285717,-12.228857142857143,0.03932857142857143,89.18985714285714,58.285714285714285
Los Fabulosos Cadillacs,0.7690666666666667,0.11844333333333333,0.6773333333333333,259967.13333333333,0.8306,0.029043758,0.14054666666666668,-5.330133333333333,0.06519333333333334,125.03106666666666,58.333333333333336
Alaska Y Dinarama,0.626,0.19083333333333333,0.5893333333333333,223124.66666666666,0.8106666666666668,0.00011689333333333333,0.11183333333333333,-8.014999999999999,0.034499999999999996,136.27433333333332,58.333333333333336
"Tito ""El Bambino""",0.6826666666666666,0.17486666666666664,0.7796666666666666,208755.66666666666,0.735,8.27e-06,0.22803333333333334,-6.351,0.07536666666666667,98.01666666666667,58.333333333333336
Daryl Braithwaite,0.5023333333333334,0.07106666666666667,0.645,240889.0,0.45300000000000007,3.2600000000000006e-05,0.18600000000000003,-11.697333333333333,0.03666666666666667,111.38366666666667,58.333333333333336
Nils Frahm,0.21673333333333333,0.9493333333333333,0.36133333333333334,318436.3333333333,0.11886666666666668,0.9169999999999999,0.315,-20.849666666666668,0.039966666666666664,134.841,58.333333333333336
Die Antwoord,0.5579999999999999,0.06521666666666666,0.8091666666666667,244232.16666666666,0.785,0.00025255,0.24216666666666667,-5.1578333333333335,0.17426666666666668,123.65066666666667,58.333333333333336
Samsa,0.807,0.4160000000000001,0.613,222729.0,0.6886666666666668,7.916666666666666e-05,0.12666666666666668,-10.157,0.3136666666666667,83.65133333333334,58.333333333333336
Set It Off,0.5912222222222222,0.01931222222222222,0.5213333333333333,196611.66666666666,0.896,0.0,0.2003666666666667,-4.075333333333333,0.09766666666666667,143.89988888888888,58.333333333333336
Aloe Blacc,0.6136666666666667,0.2107,0.564,241013.33333333334,0.6196666666666667,0.0,0.1471,-7.174333333333333,0.04426666666666667,97.41100000000002,58.333333333333336
Mac DeMarco,0.5862727272727273,0.26969513636363635,0.5703636363636364,184044.77272727274,0.6016363636363636,0.18290537772727272,0.19783636363636364,-8.136681818181819,0.04673636363636364,113.62772727272727,58.36363636363637
Our Last Night,0.3194,0.00183842,0.5002,220645.4,0.885,0.03835404,0.1386,-4.3386,0.0468,117.42179999999999,58.4
Gerardo Ortiz,0.8804,0.48073333333333335,0.5994666666666666,172801.86666666667,0.7393333333333333,1.893e-05,0.21180000000000002,-3.9632,0.06999333333333334,141.44073333333333,58.4
Zella Day,0.47800000000000004,0.215242,0.5814,212067.4,0.6844,9.7134e-05,0.21059999999999998,-5.2192,0.04474,108.6244,58.4
Parachute,0.37560000000000004,0.15944,0.545,218245.2,0.6292,7.059999999999999e-06,0.15306,-6.4096,0.05486,132.7,58.4
